MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2446256	Spire2	spire type actin nucleation factor 2	8		cleavage furrow formation			IMP		J:174016 	
MGI:2446256	Spire2	spire type actin nucleation factor 2	8		establishment of meiotic spindle localization			IMP		J:174016 	
MGI:2446256	Spire2	spire type actin nucleation factor 2	8		establishment of meiotic spindle localization			ISO	Q8WWL2 	J:164563 	
MGI:2446256	Spire2	spire type actin nucleation factor 2	8		polar body extrusion after meiotic divisions			IMP		J:174016 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		double-strand break repair involved in meiotic recombination			IGI	MGI:3045334 	J:236226 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		male meiosis I	happens in spermatocyte		IMP	MGI:2178805 	J:123677 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		male meiosis I	happens in spermatocyte		IMP	MGI:3027823 	J:140402 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		meiotic DNA double-strand break formation			IBA	PTN000091177 	J:265628 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		meiotic DNA double-strand break processing			IBA	PTN000091177 	J:265628 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		meiotic telomere clustering			IMP	MGI:2178805 	J:147391 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		reciprocal meiotic recombination			IBA	PTN000091177 	J:265628 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		reciprocal meiotic recombination			IMP	MGI:2178805 	J:104590 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		synapsis			IMP	MGI:2178805 	J:209347 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		synapsis	happens in spermatocyte		IMP	MGI:3027823 	J:140402 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		synaptonemal complex assembly			IGI	MGI:1929645 MGI:3652039 	J:209347 	
MGI:1349669	Spo11	SPO11 meiotic protein covalently bound to DSB	2		synaptonemal complex assembly			IMP	MGI:2178805 	J:236226 	
MGI:106544	Spout1	SPOUT domain containing methyltransferase 1	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1345139	Spry1	sprouty RTK signaling antagonist 1	3		establishment of mitotic spindle orientation	happens in left lung rudiment epithelium|happens in right lung rudiment epithelium		IGI	MGI:1099809 MGI:1345138 	J:174194 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		establishment of mitotic spindle orientation	happens in left lung rudiment epithelium|happens in right lung rudiment epithelium		IGI	MGI:1099809 MGI:1345139 	J:174194 	
MGI:98388	Sptbn1	spectrin beta, non-erythrocytic 1	11		mitotic cytokinesis			ISO	Q01082 	J:164563 	
MGI:98397	Src	Rous sarcoma oncogene	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:98397	Src	Rous sarcoma oncogene	2		positive regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	RGD:620795 	J:155856 	
MGI:1201408	Srpk2	serine/arginine-rich protein specific kinase 2	5		positive regulation of cell cycle			IDA		J:172955 	
MGI:894282	Sstr5	somatostatin receptor 5	17		positive regulation of cytokinesis			ISO	P35346 	J:164563 	
MGI:2139150	Ssx2ip	synovial sarcoma, X 2 interacting protein	3		centrosome cycle			ISO	Q9Y2D8 	J:164563 	
MGI:1098658	Stag1	stromal antigen 1	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1098658	Stag1	stromal antigen 1	9		regulation of mitotic spindle assembly			ISO	Q8WVM7 	J:164563 	
MGI:1098658	Stag1	stromal antigen 1	9		sister chromatid cohesion			IBA	PTN000127652 	J:265628 	
MGI:1098583	Stag2	stromal antigen 2	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1098583	Stag2	stromal antigen 2	X		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1098583	Stag2	stromal antigen 2	X		regulation of mitotic spindle assembly			ISO	Q8N3U4 	J:164563 	
MGI:1098583	Stag2	stromal antigen 2	X		sister chromatid cohesion			IBA	PTN000127652 	J:265628 	
MGI:1098583	Stag2	stromal antigen 2	X		sister chromatid cohesion			ISO	Q8N3U4 	J:164563 	
MGI:1355311	Stag3	stromal antigen 3	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1355311	Stag3	stromal antigen 3	5		female meiosis sister chromatid cohesion			ISS		J:60873 	
MGI:1355311	Stag3	stromal antigen 3	5		male meiosis sister chromatid cohesion			ISS		J:60873 	
MGI:1355311	Stag3	stromal antigen 3	5		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1355311	Stag3	stromal antigen 3	5		sister chromatid cohesion			IBA	PTN000127652 	J:265628 	
MGI:1355311	Stag3	stromal antigen 3	5		synapsis			IMP	MGI:5287255 	J:211663 	
MGI:1917777	Stambp	STAM binding protein	6		mitotic cytokinesis			ISO	O95630 	J:73065 	
MGI:3045258	Stard9	START domain containing 9	2		spindle assembly			ISO	Q9P2P6 	J:164563 	
MGI:2385331	Stard13	StAR-related lipid transfer (START) domain containing 13	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:103038	Stat3	signal transducer and activator of transcription 3	11		regulation of cell cycle			IDA		J:227387 	
MGI:103038	Stat3	signal transducer and activator of transcription 3	11		regulation of cell cycle			ISO	P40763 	J:164563 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		positive regulation of mitotic cell cycle	regulates a function/process that happens in T cell		IGI	MGI:103035 	J:53400 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		positive regulation of mitotic cell cycle	regulates a function/process that happens in T cell		IGI	MGI:103036 	J:53400 	
MGI:1915678	Steap3	STEAP family member 3	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		centrosome duplication			IBA	PTN001031679 	J:265628 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		centrosome duplication			IMP	MGI:2152962 	J:197278 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		centrosome duplication			ISO	Q15468 	J:197278 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		mitotic spindle checkpoint			IMP		J:100018 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		mitotic spindle organization			IBA	PTN001031679 	J:265628 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		mitotic spindle organization			ISO	Q15468 	J:197278 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		positive regulation of cyclin-dependent protein serine/threonine kinase activity			IMP		J:100018 	
MGI:107477	Stil	Scl/Tal1 interrupting locus	4		regulation of centriole replication			ISO	Q15468 	J:164563 	
MGI:1099439	Stk10	serine/threonine kinase 10	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		cell cycle arrest			ISO	Q15831 	J:164563 	
MGI:2152419	Stk33	serine/threonine kinase 33	7		mitotic DNA damage checkpoint			IBA	PTN002389571 	J:265628 	
MGI:96739	Stmn1	stathmin 1	4		mitotic cytokinesis	happens in hematopoietic cell		IGI	MGI:1335094 	J:223786 	
MGI:96739	Stmn1	stathmin 1	4		mitotic cytokinesis			ISO	P16949 	J:164563 	
MGI:96739	Stmn1	stathmin 1	4		mitotic spindle organization			ISO	P16949 	J:73065 	
MGI:2684909	Stox1	storkhead box 1	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2684909	Stox1	storkhead box 1	10		positive regulation of cell cycle	happens in auditory epithelial cell,regulates UniProtKB:P17918,regulates UniProtKB:P51943,regulates UniProtKB:Q61457		IMP		J:220542 	
MGI:2684909	Stox1	storkhead box 1	10		positive regulation of cyclin-dependent protein kinase activity			ISO	Q6ZVD7 	J:164563 	
MGI:2684909	Stox1	storkhead box 1	10		positive regulation of G2/M transition of mitotic cell cycle			ISO	Q6ZVD7 	J:164563 	
MGI:107917	Stra8	stimulated by retinoic acid gene 8	6		meiotic cell cycle			IEA	IPR033537 	J:72247 	
MGI:107917	Stra8	stimulated by retinoic acid gene 8	6		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1919399	Strada	STE20-related kinase adaptor alpha	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2144047	Stradb	STE20-related kinase adaptor beta	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1342296	Stxbp4	syntaxin binding protein 4	11		positive regulation of cell cycle G1/S phase transition			ISO	Q6ZWJ1 	J:164563 	
MGI:1924303	Sun1	Sad1 and UNC84 domain containing 1	5		meiotic attachment of telomere to nuclear envelope			IMP		J:211008 	
MGI:1924303	Sun1	Sad1 and UNC84 domain containing 1	5		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1924303	Sun1	Sad1 and UNC84 domain containing 1	5		synapsis			IMP	MGI:3715140 	J:209347 	
MGI:2443011	Sun2	Sad1 and UNC84 domain containing 2	15		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1918983	Susd2	sushi domain containing 2	10		negative regulation of cell cycle G1/S phase transition			ISO	Q9UGT4 	J:164563 	
MGI:1099440	Suv39h1	suppressor of variegation 3-9 1	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1890396	Suv39h2	suppressor of variegation 3-9 2	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1921325	Syce1	synaptonemal complex central element protein 1	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1921325	Syce1	synaptonemal complex central element protein 1	7		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1921325	Syce1	synaptonemal complex central element protein 1	7		synaptonemal complex assembly	happens in testis,happens in spermatocyte		IC	GO:0000795 	J:99196 	
MGI:1922247	Syce1l	synaptonemal complex central element protein 1 like	8		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1922247	Syce1l	synaptonemal complex central element protein 1 like	8		synaptonemal complex assembly			IEA	IPR026676 	J:72247 	
MGI:1919096	Syce2	synaptonemal complex central element protein 2	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919096	Syce2	synaptonemal complex central element protein 2	8		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1919096	Syce2	synaptonemal complex central element protein 2	8		synaptonemal complex assembly	happens in testis,happens in spermatocyte		IC	GO:0000795 	J:99196 	
MGI:1922709	Syce3	synaptonemal complex central element protein 3	15		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1922709	Syce3	synaptonemal complex central element protein 3	15		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1922709	Syce3	synaptonemal complex central element protein 3	15		reciprocal meiotic recombination			IBA	PTN002195731 	J:265628 	
MGI:1922709	Syce3	synaptonemal complex central element protein 3	15		reciprocal meiotic recombination			IMP		J:172714 	
MGI:1922709	Syce3	synaptonemal complex central element protein 3	15		synaptonemal complex assembly			IBA	PTN002195731 	J:265628 	
MGI:1922709	Syce3	synaptonemal complex central element protein 3	15		synaptonemal complex assembly			IMP		J:172714 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		cell cycle			IEA	KW-0131 	J:60000 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		chiasma assembly	happens in oocyte		IGI	MGI:109542 	J:182264 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		lateral element assembly	happens in spermatocyte		IGI	MGI:109542 	J:182264 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		meiotic DNA repair synthesis	happens in oocyte		IGI	MGI:109542 	J:182264 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		meiotic DNA repair synthesis	happens in oocyte		IMP	MGI:3580000 	J:182264 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		reciprocal meiotic recombination			IMP		J:98718 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		synapsis			IMP		J:98718 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		synaptonemal complex assembly			IDA		J:99196 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		synaptonemal complex assembly	happens in spermatocyte		IGI	MGI:105931 	J:182264 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		synaptonemal complex assembly	happens in spermatocyte		IGI	MGI:109542 	J:182264 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		synaptonemal complex assembly			IMP		J:98718 	
MGI:105931	Sycp1	synaptonemal complex protein 1	3		synaptonemal complex assembly	happens in oocyte		IMP	MGI:3580000 	J:182264 	
MGI:1933281	Sycp2	synaptonemal complex protein 2	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1933281	Sycp2	synaptonemal complex protein 2	2		female meiotic nuclear division			IMP	MGI:3526164 	J:111287 	
MGI:1933281	Sycp2	synaptonemal complex protein 2	2		male meiotic nuclear division			IMP	MGI:3526164 	J:111287 	
MGI:1933281	Sycp2	synaptonemal complex protein 2	2		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		chiasma assembly			IDA		J:76511 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		chiasma assembly	happens in oocyte		IGI	MGI:105931 	J:182264 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		female meiosis chromosome segregation			IDA		J:76511 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		female meiosis chromosome separation			NAS		J:93133 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		female meiosis sister chromatid cohesion			IDA		J:98372 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		lateral element assembly	happens in spermatocyte		IGI	MGI:105931 	J:182264 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		meiotic cell cycle			IBA	PTN001064565 	J:265628 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		meiotic cell cycle			IDA		J:78200 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		meiotic DNA repair synthesis	happens in oocyte		IGI	MGI:105931 	J:182264 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		meiotic DNA repair synthesis	happens in oocyte		IGI	MGI:1913904 	J:182264 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		mitotic cell cycle			IDA		J:62204 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		synapsis	happens in germ cell of ovary,happens in primary oocyte		IMP	MGI:2179041 	J:98372 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		synaptonemal complex assembly			IDA		J:60153 	
MGI:109542	Sycp3	synaptonemal complex protein 3	10		synaptonemal complex assembly	happens in oocyte		IGI	MGI:1913904 	J:182264 	
MGI:1918959	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	10		synaptonemal complex assembly			IMP		J:201692 	
MGI:1915842	Syf2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	4		mitotic G2 DNA damage checkpoint			IMP	MGI:3904866 	J:187030 	
MGI:2443510	Tacc1	transforming, acidic coiled-coil containing protein 1	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2443510	Tacc1	transforming, acidic coiled-coil containing protein 1	8		mitotic spindle organization			IEA	IPR039915 	J:72247 	
MGI:1928899	Tacc2	transforming, acidic coiled-coil containing protein 2	7		astral microtubule organization			IDA		J:126953 	
MGI:1928899	Tacc2	transforming, acidic coiled-coil containing protein 2	7		mitotic spindle organization			IEA	IPR039915 	J:72247 	
MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	5		astral microtubule organization			IDA		J:126953 	
MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	5		metaphase/anaphase transition of mitotic cell cycle			ISO	Q9Y6A5 	J:164563 	
MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	5		microtubule cytoskeleton organization involved in mitosis			ISO	Q9Y6A5 	J:164563 	
MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	5		mitotic spindle organization			IEA	IPR039915 	J:72247 	
MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	5		regulation of cell cycle			IGI	MGI:98834 	J:74762 	
MGI:1341163	Tacc3	transforming, acidic coiled-coil containing protein 3	5		regulation of mitotic spindle organization			ISO	Q9Y6A5 	J:164563 	
MGI:2144471	Tada2a	transcriptional adaptor 2A	11		mitotic cell cycle			IMP		J:162081 	
MGI:1915724	Tada3	transcriptional adaptor 3	6		mitotic cell cycle			IMP		J:162081 	
MGI:1336878	Taf1	TATA-box binding protein associated factor 1	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2443028	Taf2	TATA-box binding protein associated factor 2	15		G2/M transition of mitotic cell cycle			ISO	Q6P1X5 	J:164563 	
MGI:109129	Taf6	TATA-box binding protein associated factor 6	5		negative regulation of cell cycle			ISO	P49848 	J:164563 	
MGI:1346320	Taf10	TATA-box binding protein associated factor 10	7		G1/S transition of mitotic cell cycle			IMP		J:57447 	
MGI:98480	Tal1	T cell acute lymphocytic leukemia 1	4		positive regulation of mitotic cell cycle			ISO	P17542 	J:164563 	
MGI:1914490	Taok1	TAO kinase 1	11		mitotic G2 DNA damage checkpoint			ISO	Q7L7X3 	J:164563 	
MGI:1915919	Taok2	TAO kinase 2	7		mitotic G2 DNA damage checkpoint			ISO	Q9UL54 	J:164563 	
MGI:3041177	Taok3	TAO kinase 3	5		mitotic G2 DNA damage checkpoint			ISO	Q9H2K8 	J:164563 	
MGI:2387629	Tardbp	TAR DNA binding protein	4		regulation of cell cycle			ISO	Q13148 	J:164563 	
MGI:1933546	Tas1r2	taste receptor, type 1, member 2	4		positive regulation of cytokinesis			ISO	Q8TE23 	J:164563 	
MGI:2681259	Tas2r121	taste receptor, type 2, member 121	6		positive regulation of cytokinesis			ISO	Q9NYV9 	J:164563 	
MGI:1919686	Tbcd	tubulin-specific chaperone d	11		mitotic cell cycle			ISO	Q9BTW9 	J:164563 	
MGI:1917680	Tbce	tubulin-specific chaperone E	13		mitotic spindle organization			ISO	Q15813 	J:164563 	
MGI:1100877	Tbrg1	transforming growth factor beta regulated gene 1	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1100877	Tbrg1	transforming growth factor beta regulated gene 1	9		cell cycle arrest			ISO	Q3YBR2 	J:164563 	
MGI:1100877	Tbrg1	transforming growth factor beta regulated gene 1	9		cell cycle arrest			ISS	Q3YBR2 	J:127208 	
MGI:98495	Tbx3	T-box 3	5		positive regulation of cell cycle			ISO	O15119 	J:164563 	
MGI:98510	Tcf3	transcription factor 3	10		positive regulation of cell cycle			ISO	P15923 	J:164563 	
MGI:98510	Tcf3	transcription factor 3	10		regulation of G1/S transition of mitotic cell cycle			ISO	P15923 	J:164563 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		cell cycle arrest			ISO	Q9NQB0 	J:164563 	
MGI:103180	Tcf19	transcription factor 19	17		G1/S transition of mitotic cell cycle	happens near type B pancreatic cell		IMP		J:203187 	
MGI:1916318	Tcim	transcriptional and immune response regulator	8		regulation of cell cycle G1/S phase transition			ISO	Q9NR00 	J:164563 	
MGI:1933218	Tdrd1	tudor domain containing 1	19		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1921941	Tdrd9	tudor domain containing 9	12		male meiosis I			IMP		J:243488 	
MGI:1921941	Tdrd9	tudor domain containing 9	12		male meiotic nuclear division			IMP		J:156018 	
MGI:1921941	Tdrd9	tudor domain containing 9	12		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1919231	Tdrd12	tudor domain containing 12	7		male meiotic nuclear division			IMP		J:202012 	
MGI:1919231	Tdrd12	tudor domain containing 12	7		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1919884	Tdrkh	tudor and KH domain containing protein	3		male meiotic nuclear division			IMP		J:197673 	
MGI:1917820	Tent4b	terminal nucleotidyltransferase 4B	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2443187	Terb1	telomere repeat binding bouquet formation protein 1	8		meiotic attachment of telomere to nuclear envelope			IMP		J:205574 J:228033 	
MGI:2443187	Terb1	telomere repeat binding bouquet formation protein 1	8		meiotic attachment of telomere to nuclear envelope			TAS		J:242462 	
MGI:2443187	Terb1	telomere repeat binding bouquet formation protein 1	8		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:2443187	Terb1	telomere repeat binding bouquet formation protein 1	8		meiotic telomere clustering			IMP		J:205574 J:228033 	
MGI:2443187	Terb1	telomere repeat binding bouquet formation protein 1	8		synapsis			IMP		J:205574 	
MGI:1921651	Terb2	telomere repeat binding bouquet formation protein 2	2		meiotic attachment of telomere to nuclear envelope			IMP		J:228033 	
MGI:1921651	Terb2	telomere repeat binding bouquet formation protein 2	2		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1921651	Terb2	telomere repeat binding bouquet formation protein 2	2		meiotic telomere clustering			IMP		J:228033 	
MGI:1921651	Terb2	telomere repeat binding bouquet formation protein 2	2		synapsis			IMP		J:228033 	
MGI:109634	Terf1	telomeric repeat binding factor 1	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:109634	Terf1	telomeric repeat binding factor 1	1		meiotic telomere clustering			IMP	MGI:2677837 	J:147391 	
MGI:109634	Terf1	telomeric repeat binding factor 1	1		mitotic spindle assembly checkpoint			ISO	P54274 	J:164563 	
MGI:109634	Terf1	telomeric repeat binding factor 1	1		positive regulation of mitotic cell cycle			ISO	P54274 	J:164563 	
MGI:109634	Terf1	telomeric repeat binding factor 1	1		positive regulation of mitotic nuclear division			ISO	P54274 	J:164563 	
MGI:1195972	Terf2	telomeric repeat binding factor 2	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1202709	Tert	telomerase reverse transcriptase	13		positive regulation of G1/S transition of mitotic cell cycle			ISO	RGD:70494 	J:155856 	
MGI:2443298	Tet2	tet methylcytosine dioxygenase 2	3		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1933237	Tex11	testis expressed gene 11	X		chiasma assembly	happens in spermatocyte		IMP	MGI:3526163 	J:131722 	
MGI:1933237	Tex11	testis expressed gene 11	X		male meiosis chromosome segregation			IBA	PTN002505403 	J:265628 	
MGI:1933237	Tex11	testis expressed gene 11	X		male meiosis chromosome segregation	happens in spermatocyte		IMP	MGI:3526163 	J:131722 	
MGI:1933237	Tex11	testis expressed gene 11	X		male meiotic nuclear division	happens in spermatocyte		IMP	MGI:3526163 	J:131722 	
MGI:1933237	Tex11	testis expressed gene 11	X		meiotic cell cycle			IEA	IPR013940 	J:72247 	
MGI:1933237	Tex11	testis expressed gene 11	X		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1933237	Tex11	testis expressed gene 11	X		meiotic gene conversion			IMP		J:136834 	
MGI:1933237	Tex11	testis expressed gene 11	X		reciprocal meiotic recombination			IBA	PTN002505403 	J:265628 	
MGI:1933237	Tex11	testis expressed gene 11	X		reciprocal meiotic recombination			IMP		J:136834 	
MGI:1933237	Tex11	testis expressed gene 11	X		resolution of meiotic recombination intermediates	happens in spermatocyte		IMP	MGI:3526163 	J:131722 	
MGI:1933237	Tex11	testis expressed gene 11	X		synaptonemal complex assembly			IBA	PTN002505403 	J:265628 	
MGI:1933237	Tex11	testis expressed gene 11	X		synaptonemal complex assembly	happens in spermatocyte		IMP	MGI:3526163 	J:131722 	
MGI:1913904	Tex12	testis expressed 12	9		meiotic DNA repair synthesis	happens in oocyte		IGI	MGI:109542 	J:182264 	
MGI:1913904	Tex12	testis expressed 12	9		meiotic DNA repair synthesis	happens in oocyte		IMP	MGI:3811722 	J:182264 	
MGI:1913904	Tex12	testis expressed 12	9		synaptonemal complex assembly			IBA	PTN002204351 	J:265628 	
MGI:1913904	Tex12	testis expressed 12	9		synaptonemal complex assembly	happens in oocyte		IGI	MGI:109542 	J:182264 	
MGI:1913904	Tex12	testis expressed 12	9		synaptonemal complex assembly	happens in oocyte		IMP	MGI:3811722 	J:182264 	
MGI:1933227	Tex14	testis expressed gene 14	11		attachment of spindle microtubules to kinetochore			IBA	PTN001128618 	J:265628 	
MGI:1933227	Tex14	testis expressed gene 14	11		attachment of spindle microtubules to kinetochore			IMP		J:183245 	
MGI:1933227	Tex14	testis expressed gene 14	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1933227	Tex14	testis expressed gene 14	11		male meiotic nuclear division			IBA	PTN001128618 	J:265628 	
MGI:1933227	Tex14	testis expressed gene 14	11		male meiotic nuclear division			IMP		J:107660 	
MGI:1933227	Tex14	testis expressed gene 14	11		mitotic sister chromatid separation			IBA	PTN001128618 	J:265628 	
MGI:1933227	Tex14	testis expressed gene 14	11		mitotic sister chromatid separation			IMP		J:183245 	
MGI:1933227	Tex14	testis expressed gene 14	11		mitotic spindle assembly checkpoint			IBA	PTN001128618 	J:265628 	
MGI:1933227	Tex14	testis expressed gene 14	11		mitotic spindle assembly checkpoint			IMP		J:183245 	
MGI:1933227	Tex14	testis expressed gene 14	11		negative regulation of cytokinesis			IDA		J:161709 	
MGI:1934816	Tex15	testis expressed gene 15	8		male meiotic nuclear division	happens in testis		IMP	MGI:3526165 	J:135578 	
MGI:1934816	Tex15	testis expressed gene 15	8		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1934816	Tex15	testis expressed gene 15	8		synapsis	happens in spermatocyte		IMP	MGI:3526165 	J:135578 	
MGI:1934816	Tex15	testis expressed gene 15	8		synaptonemal complex assembly	happens in spermatocyte		IMP	MGI:3526165 	J:135578 	
MGI:1920929	Tex19.1	testis expressed gene 19.1	11		male meiotic nuclear division			IMP		J:243410 J:243444 	
MGI:1920929	Tex19.1	testis expressed gene 19.1	11		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1920929	Tex19.1	testis expressed gene 19.1	11		reciprocal meiotic recombination			IMP		J:243410 	
MGI:1920929	Tex19.1	testis expressed gene 19.1	11		synapsis	happens in spermatocyte		IMP	MGI:4453204 	J:159793 	
MGI:1920929	Tex19.1	testis expressed gene 19.1	11		synapsis	happens in spermatocyte		IMP	MGI:5140347 	J:166982 	
MGI:1918206	Tex19.2	testis expressed gene 19.2	11		male meiotic nuclear division			IMP		J:243444 	
MGI:1918206	Tex19.2	testis expressed gene 19.2	11		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:103239	Tfap4	transcription factor AP4	16		negative regulation of cell cycle arrest			ISO	Q01664 	J:164563 	
MGI:103239	Tfap4	transcription factor AP4	16		negative regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	Q01664 	J:164563 	
MGI:103239	Tfap4	transcription factor AP4	16		regulation of mitotic cell cycle phase transition			ISO	Q01664 	J:164563 	
MGI:101934	Tfdp1	transcription factor Dp 1	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:101934	Tfdp1	transcription factor Dp 1	8		regulation of cell cycle			IEA	IPR015648 	J:72247 	
MGI:107167	Tfdp2	transcription factor Dp 2	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:107167	Tfdp2	transcription factor Dp 2	9		mitotic cell cycle			IEA	IPR028314 	J:72247 	
MGI:107167	Tfdp2	transcription factor Dp 2	9		regulation of cell cycle			IEA	IPR015648 	J:72247 	
